B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
126,0.6016896367073059,0.5831840634346008,78,0.5601781010627747,0.567630797624588
67,0.8894589841365814,0.8902167826890945,42,0.644823282957077,0.6643407344818115
255,0.5274688005447388,0.5315500199794769,144,0.5060194134712219,0.528444230556488
120,0.6228525340557098,0.6138589978218079,80,0.5837637782096863,0.6093816161155701
201,0.5573866963386536,0.5519150793552399,134,0.5188581943511963,0.5329915285110474
187,0.5535770654678345,0.5439881384372711,114,0.5267981886863708,0.5393020510673523
185,0.5357151031494141,0.5381004214286804,114,0.508924663066864,0.5362001359462738
18,0.9998019802005729,0.9998019802005729,10,0.9995525103295222,0.9997178838821128
55,0.7660205066204071,0.762266218662262,37,0.6475539207458496,0.6524103581905365
208,0.5322078466415405,0.5355382263660431,121,0.5037670731544495,0.5284393429756165
218,0.5285093486309052,0.5391862392425537,146,0.508845865726471,0.5322558581829071
43,0.6143141686916351,0.6113039553165436,32,0.6034409999847412,0.6105394661426544
182,0.5307711958885193,0.5366696715354919,114,0.5098274052143097,0.5354030430316925
24,0.9998019802005729,0.9998019802005729,11,0.9991085285437293,0.9997254959598649
70,0.9265907406806946,0.9191920012235641,45,0.8357549160718918,0.8321956396102905
230,0.5489408373832703,0.5407159924507141,141,0.5230540037155151,0.5306590497493744
58,0.8158683776855469,0.808905303478241,37,0.6052347421646118,0.6195511817932129
222,0.5340363681316376,0.5355334281921387,130,0.5212785005569458,0.5335604548454285
201,0.5573866963386536,0.5519150793552399,134,0.5188581943511963,0.5329915285110474
251,0.530328243970871,0.5348629355430603,143,0.5174331665039062,0.5327467322349548
165,0.5304122567176819,0.5414542257785797,107,0.5172442197799683,0.5382840633392334
191,0.5279788076877594,0.5344268977642059,125,0.5129246413707733,0.533779501914978
69,0.5527425110340118,0.5625312328338623,49,0.5439806878566742,0.559489518404007
48,0.9738578461110592,0.9683839306235313,33,0.9636451229453087,0.9650948941707611
93,0.6499964594841003,0.6341726779937744,61,0.5301169753074646,0.5536181926727295
112,0.5595855712890625,0.5603874921798706,80,0.5387157201766968,0.5562468469142914
246,0.5279576778411865,0.5340676307678223,140,0.5110134482383728,0.5324351489543915
242,0.5343514680862427,0.5367047786712646,157,0.5280800461769104,0.532968282699585
191,0.5279788076877594,0.5344268977642059,125,0.5129246413707733,0.533779501914978
176,0.53091099858284,0.5344372093677521,116,0.5081405639648438,0.5298480689525604
59,0.9782303906977177,0.9762234538793564,36,0.9312360659241676,0.943851426243782
195,0.563839852809906,0.5525185465812683,113,0.5210166573524475,0.5345614552497864
31,0.9943327214568853,0.9922526450827718,18,0.9778697304427624,0.9840858299285173
54,0.8485648930072784,0.8460168242454529,31,0.802189975976944,0.8135179281234741
240,0.5294852256774902,0.5319267511367798,157,0.5248573422431946,0.5308533906936646
242,0.5343514680862427,0.5367047786712646,157,0.5280800461769104,0.532968282699585
255,0.5274688005447388,0.5315500199794769,144,0.5060194134712219,0.528444230556488
23,0.9955540630035102,0.9926745230332017,12,0.9888625415042043,0.9943520557135344
133,0.5250157117843628,0.532320111989975,89,0.5151485502719879,0.5339595973491669
190,0.5423639714717865,0.540223240852356,117,0.5195098519325256,0.5350044965744019
254,0.5360539555549622,0.5372409224510193,169,0.5221768617630005,0.534477710723877
10,0.9998019802005729,0.9998019802005729,2,0.9998019802005729,0.9998019802005729
15,0.9998019802005729,0.9998019802005729,2,0.9998019802005729,0.9998019802005729
73,0.9297256544232368,0.9221373647451401,52,0.7396395802497864,0.7499901056289673
206,0.5298457443714142,0.537428617477417,126,0.5062223374843597,0.5300416648387909
45,0.9912321735173464,0.9866409320384264,25,0.9699182771146297,0.9796845596283674
162,0.5395582020282745,0.5385909378528595,97,0.5104359984397888,0.5358988344669342
165,0.5304122567176819,0.5414542257785797,107,0.5172442197799683,0.5382840633392334
14,0.9970613527111709,0.9986908889841288,11,0.9969870627392083,0.9986388897523284
25,0.9997985901427455,0.9994725502911024,15,0.9979726132005453,0.9993930814089254
203,0.5333662033081055,0.5361133217811584,128,0.5184965133666992,0.5352867841720581
90,0.6285211443901062,0.6210861802101135,62,0.52878537774086,0.5438269376754761
131,0.5863515138626099,0.5831736028194427,89,0.5223840475082397,0.5384469628334045
125,0.5732527375221252,0.5710497498512268,87,0.523584246635437,0.5462917685508728
117,0.6332815289497375,0.6294142305850983,75,0.5808386504650116,0.5990509986877441
88,0.7557879984378815,0.7527540028095245,49,0.664208173751831,0.6757357120513916
123,0.6065897941589355,0.5968329608440399,77,0.5480529069900513,0.5571606755256653
54,0.8485648930072784,0.8460168242454529,31,0.802189975976944,0.8135179281234741
21,0.9998019802005729,0.9998019802005729,9,0.9990960975410417,0.9995671779615805
10,0.9998019802005729,0.9998019802005729,2,0.9998019802005729,0.9998019802005729
177,0.5241507887840271,0.5397412180900574,109,0.5065671503543854,0.5316024720668793
25,0.9997985901427455,0.9994725502911024,15,0.9979726132005453,0.9993930814089254
145,0.5482808947563171,0.5454537868499756,87,0.51555335521698,0.5323885083198547
42,0.9967741561122239,0.9965787893161178,28,0.9929879759438336,0.9958653603680432
49,0.6055477857589722,0.6001484096050262,30,0.5848667621612549,0.6006307899951935
72,0.5524945855140686,0.5518756210803986,51,0.5357829630374908,0.5564224123954773
34,0.9403731897473335,0.9482896849513054,25,0.9337625950574875,0.9453242979943752
58,0.8158683776855469,0.808905303478241,37,0.6052347421646118,0.6195511817932129
57,0.7661182731389999,0.7671860307455063,35,0.708681732416153,0.7268455028533936
218,0.5285093486309052,0.5391862392425537,146,0.508845865726471,0.5322558581829071
49,0.6055477857589722,0.6001484096050262,30,0.5848667621612549,0.6006307899951935
135,0.553587794303894,0.552642434835434,87,0.5354326069355011,0.543940395116806
161,0.5442187190055847,0.5452801585197449,119,0.5367852747440338,0.5449869334697723
163,0.5454965531826019,0.5606558918952942,109,0.5296202003955841,0.5384229421615601
47,0.9995210265333299,0.9989082573447376,31,0.9551501385867596,0.9577162601053715
109,0.5738030672073364,0.5731960833072662,74,0.5412298142910004,0.5622681975364685
42,0.9967741561122239,0.9965787893161178,28,0.9929879759438336,0.9958653603680432
56,0.9990630630636588,0.9990589478402399,28,0.6895440220832825,0.6974667310714722
